Data_Year,ID,Property_Name,Address,Energy_Rating,Property_Type,Floor_Area,Water_Use (kGal),Electricity_Use(kBtu),Natural_Gas_Use(kBtu),Total_GHG_Emissions(Metric Tons CO2e),GHG_Intensity(kg CO2e/sq ft),Latitude,Longitude,Location,Wards,Community_Area
2020,250042,Crane Achievement Academy -CPS,2245 W Jackson Blvd,3.5,K-12 School,419415,5702.5,10662923,18241399.2,2633,6.3,41.876877,-87.68324,"(41.876877, -87.68324)",46,29
2020,250048,Kennedy HS / Kinzie ES -CPS,6325 W 56th St,2.5,K-12 School,233791,3799.3,7022779,17709129.6,2036.7,8.7,41.790203,-87.77942,"(41.790203, -87.77942)",15,53
2020,251372,Logandale -CPS,3212 W George St,4.0,K-12 School,138900,7591.2,2631041.7,6546970.1,758.4,5.5,41.93427,-87.70801,"(41.93427, -87.70801)",12,22
2020,175975,626 West Jackson,626 W Jackson Blvd,3.5,Office,120173,7111.4,6045180.4,3186622.7,943.5,7.9,41.87823,-87.64359,"(41.87823, -87.64359)",36,29
2020,250047,Julian HS -CPS,10330 S Elizabeth St,1.0,K-12 School,266404,6247.1,15546702.8,19107812.3,3441.3,12.9,41.705353,-87.65466,"(41.705353, -87.65466)",22,72
2020,125235,8527-Ukrainian Village,2021 W Chicago Ave,4.0,Supermarket/Grocery Store,54963,4996.9,7104480.7,7398300.6,1501.8,27.3,41.895527,-87.678375,"(41.895527, -87.678375)",41,25
2017,175978,451-BRE Rook SH Autumn Green Midway Villiage LLC,6700  S KEATING AVE,13,Senior Care Community,120000,6505.0,3981279,4274900,963.2,8,41.77517,-87.7139,"(41.77517, -87.7139)",6,63
2021,251374,Laura S Ward Elementary -CPS,410 N Monticello Ave,67,K-12 School,56600,9822.7,6688319.2,220602.7,32687.3,35.3,41.888596,-87.71777,"(41.888596, -87.71777)",46,24
2020,250049,Orr Academy HS -CPS,730 N Pulaski Rd,2.0,K-12 School,303310,7010.9,16370649.5,6627510.1,2907,9.6,41.93904,-87.63916,"(41.93904, -87.63916)",45,24
2020,135050,Women's Athletic Club,626 640 N Michigan,1.0,Social/Meeting Hall,85000,9335.9,4000680.9,6895570.2,990.6,11.7,41.895794,-87.62248,"(41.895794, -87.62248)",11,37
2020,244613,Fairbanks at Cityfront Plaza,240 E Illinois St,4.0,Multifamily Housing,819946,3529.7,18128454.4,42229277.5,5072.3,8.6,41.8914,-87.6208,"(41.8914, -87.6208)",36,37
2020,101283,Chicago-Central,4058 W Melrose St,3.0,Other - Specialty Hospital,119087,3773.9,8296520.6,16865894.3,2190.7,18.4,41.680508,-87.66246,"(41.680508, -87.66246)",21,16
2020,251391,Sheridan Elementary -CPS,533 W 27th St,3.5,K-12 School,68750,7642.7,881354.6,4635390.2,383.8,5.6,41.844208,-87.64111,"(41.844208, -87.64111)",48,58
2020,251392,"Canty Elementary, Arthur E -CPS",3740 N Panama Ave,3.0,K-12 School,103578,9108.3,2721308.3,4152149.7,645.3,6.2,42.01036,-87.6683,"(42.01036, -87.6683)",19,17
2020,251393,Waters Fine Arts -CPS,4540 N Campbell Ave,2.5,K-12 School,62847,390.8,1410151,3992980.1,432.2,6.9,41.964226,-87.69196,"(41.964226, -87.69196)",18,6
2020,252240,Presence Center for Advanced Care,331 W Surf St,7,Medical Office,373881,2888.2,14724772.5,16945256.2,3198.1,13.3,41.934307,-87.63842,"(41.934307, -87.63842)",25,57
2020,250061,Woodson Regional Library,9525 S Halsted St,1.0,Library,65000,2903.2,5940568.6,1781486.9,1021.8,15.7,41.721027,-87.6431,"(41.721027, -87.6431)",13,72
2020,251387,Woodson South -CPS,4414 S Evans Ave,2.5,K-12 School,71838,6918.2,1786096.8,5734300,583.3,8.1,41.868633,-87.627304,"(41.868633, -87.627304)",9,4
2020,255743,Burnham Pointe,730 South Clark Street,1.0,Multifamily Housing,532581,173.0,14995319.4,50180103.1,5005.6,11.7,41.86815,-87.62702,"(41.86815, -87.62702)",10,38
2020,250052,Steinmetz Academic Center HS -CPS,3030 N Mobile Ave,4.0,K-12 School,398320,4228.2,5563635.7,15502138.5,1691.7,4.2,41.895477,-87.660355,"(41.895477, -87.660355)",44,19
2020,251383,"Mcnair Academy Center, Ronald E -CPS",4820 W Walton St,2.0,K-12 School,98596,1359.9,3923152,2941059.9,768.5,7.8,41.89802,-87.74699,"(41.89802, -87.74699)",45,26
2020,251384,Cather -CPS,2910 W Washington Blvd,3.0,K-12 School,52579,1900.2,972075.3,3165680,319.9,6.1,41.883286,-87.699455,"(41.883286, -87.699455)",46,28
2020,250057,Englewood Health Center,641 W 63rd St,3.0,Outpatient Rehabilitation/Physical Therapy,54189,2749.4,2394744.8,3185042,542.9,10,41.906868,-87.73218,"(41.906868, -87.73218)",4,66
2020,251385,"Burley Elementary, Augustus H -CPS",1630 W Barry Ave,4.0,K-12 School,58527,7300.1,615765.2,2295190.1,218,3.7,41.93813,-87.66982,"(41.93813, -87.66982)",40,57
2016,104789,Commonwealth,2322 2326 N COMMONWEALTH AVE,5,Multifamily Housing,80000,1205.5,939490.1,5437787.5,462,5.8,41.782066,-87.67221,"(41.782066, -87.67221)",34,68
2016,162209,St. Edmund's Episcopal Church,6105 S Michigan Ave,12,K-12 School,60000,8892.8,652839.8,2524297.3,254.4,4.2,41.7835,-87.62164,"(41.7835, -87.62164)",4,7
2020,102585,Chicago State University Campus,9501 S Martin Luther King Dr,3.0,College/University,1170487,272.3,51376816.2,75457753.5,12026.3,10.3,41.883114,-87.64488,"(41.883114, -87.64488)",43,45
2020,241550,Lofts At Museum Park Condominium Association,1305 S Michigan Ave,3.0,Multifamily Housing,330065,9702.8,7389815.2,6288970.5,1838.3,6.8,41.86563,-87.62407,"(41.86563, -87.62407)",9,34
2020,116749,East Park Apartments,3300  W MAYPOLE AVE,2.0,Multifamily Housing,69302,4901.5,2329987.4,5426687.1,651.9,10.3,41.880825,-87.72328,"(41.880825, -87.72328)",23,27
2020,250022,Fosco Park,1312 S Racine Ave,1.0,Other - Recreation,89780,7137.3,4528908.5,12003999.5,1344.4,22.2,41.86475,-87.657425,"(41.86475, -87.657425)",26,29
2020,251355,"Evers Elementary, Medgar -CPS",9811 S Lowe Ave,4.0,K-12 School,52968,668.4,884355.7,2013100,244.9,4.6,41.715652,-87.63896,"(41.715652, -87.63896)",22,72
2018,105608,513-519 W. Briar Pl.,513 519 W BRIAR PL,1.5,Multifamily Housing,50736,1812,867163.2,4106564.9,362.4,7.1,41.72019,-87.656715,"(41.72019, -87.656715)",25,57
2020,251356,Johnson Elementary -CPS,1504 S Albany Ave,2.0,K-12 School,56581,1871.2,1240703,3808259.5,395.9,7,41.861115,-87.703415,"(41.861115, -87.703415)",14,30
2017,116750,Lucy Lang Chappell Housing,3222 W Maypole Ave,90,Multifamily Housing,127711,9600.8,1111531,2637282,345.6,2.7,41.87827,-87.64809,"(41.87827, -87.64809)",23,27
2020,127877,Howard & Western Shopping Center,7510 - 7578 N Western Ave,4.0,Strip Mall,69338,1427.0,3655955,860095.8,616.3,8.9,42.01799,-87.69084,"(42.01799, -87.69084)",27,20
2018,251352,Bridgeport-CPS,501 - 505 W 35th St,4.0,Office,73600,393,2831581.3,1996503.8,577.1,7.8,41.82813,-87.624405,"(41.82813, -87.624405)",48,58
2020,116752,Ike Sims Village,3333  W MAYPOLE AVE,1.0,Multifamily Housing,68664,5684.4,3806013.4,2429039.2,723,10.5,41.880825,-87.72328,"(41.880825, -87.72328)",23,27
2020,250023,La Follette Park,1333 N Laramie Ave,3.0,Other - Recreation,66455,5007.6,15177.7,5948784.2,318.3,4.9,41.904987,-87.75511,"(41.904987, -87.75511)",45,26
2020,100397,Bogan HS -CPS,3939 W 79th St,4.0,K-12 School,184611,4964.8,2110928.7,8637329.7,788.2,4.3,41.74946,-87.720146,"(41.74946, -87.720146)",30,69
2017,172485,Westminster Condominium Association,36 50 N MENARD AVE,100,Multifamily Housing,67968,4698.8,912150,4618231,413.9,6.1,41.880394,-87.75827,"(41.880394, -87.75827)",23,26
2015,250029,"Washington Park Fieldhouse, Trades, DuSable Roundhouse",5531 S Martin Luther King Dr,85,Museum,122439,8332.6,11285030,17774910,3211,26.2,41.947426,-87.642685,"(41.947426, -87.642685)",4,7
2018,250027,"Garfield Park Conservatory, Fieldhouse & Trades",300 N Central Park Ave,0.0,Other,299207,8524.7,9933480.1,7503162.0,16182.9,47.6,41.88626,-87.717964,"(41.88626, -87.717964)",23,28
2020,251358,Irving Park Middle -CPS,3815 N Kedvale Ave,3.0,K-12 School,50560,7110.1,1611970.8,1834489.8,349,6.9,41.7398,-87.653496,"(41.7398, -87.653496)",50,16
2020,251359,"Kershaw Elementary, Joshua D -CPS",6450 S Lowe Ave,2.0,K-12 School,51900,6294.4,1263915.5,4265720,423.8,8.2,41.77674,-87.64116,"(41.77674, -87.64116)",4,66
2018,105604,Grenada,525 531 W ARLINGTON PL,2.5,Multifamily Housing,70000,4519,979673.9,6339875.9,499.7,7.1,41.810013,-87.64727,"(41.810013, -87.64727)",34,68
2020,243745,Kennelly Square Condominium Association,1749 N Wells St,4.0,Multifamily Housing,330096,5963.6,4276198.3,19152019.3,1684.6,5.2,41.9142,-87.634766,"(41.9142, -87.634766)",34,68
2016,175507,Elm II LLC,18  E ELM ST,70,Multifamily Housing,78055,7458.8,2661841.1,1899536.4,591.5,7.6,41.88321,-87.64337,"(41.88321, -87.64337)",11,37
2020,250033,South Shore Cultural Center,7059 S South Shore Dr,0.0,Other - Recreation,258659,9333.8,6185726.2,7959586.0,33204.9,8.5,41.766552,-87.56527,"(41.766552, -87.56527)",33,39
2020,251365,"Alcott Elementary, Louisa May -CPS",2625 N Orchard St,3.5,K-12 School,70993,9265.2,911961.4,4987000.2,407.2,5.7,41.92266,-87.693275,"(41.92266, -87.693275)",34,68
2017,175506,112th Street Building,11203 S ELLIS ST,30,Office,61357,991.2,3217400,2300040,717,11.7,41.82021,-87.612465,"(41.82021, -87.612465)",43,47
2020,250032,California Park / McFetridge,3843 N California Ave,1.0,Other - Recreation,157284,1348.3,7266963.3,9341090.3,1630.3,15.1,41.95106,-87.698166,"(41.95106, -87.698166)",20,16
2016,105619,529 West Wellington,521 541 W WELLINGTON AVE,64,Multifamily Housing,80064,6462.8,700224.3,5650182,429.2,5.4,41.88321,-87.64337,"(41.88321, -87.64337)",25,57
2020,175508,8507-Jefferson Park (Elston),5353 N Elston Ave,2.5,Supermarket/Grocery Store,63165,2206.4,9376555,10009607.2,1995.1,31.6,41.978874,-87.75758,"(41.978874, -87.75758)",38,11
2020,251368,"Washington HS , George -CPS",3535 E 114th St,1.0,K-12 School,214541,3096.0,9150781.8,23958843.7,2700.7,12.6,41.87781,-87.65493,"(41.87781, -87.65493)",47,49
2020,125204,Reside on Morse,1340  W MORSE AVE,2.0,Multifamily Housing,30901,1041.7,1578640.4,5676092.8,547.9,8.8,41.816807,-87.60777,"(41.816807, -87.60777)",5,10
2015,175987,CHI MORGAN PARK (2344),11840 S Marshfield Ave,57,Retail Store,128837,2253.8,6778822,2936700,1518,11.8,41.76739,-87.56693,"(41.76739, -87.56693)",22,74
2020,250035,Austin Polytechical HS -CPS,231 N Pine Ave,4.0,K-12 School,397258,7324.3,5108821.7,18331918.7,1771,4.5,41.88456,-87.762184,"(41.88456, -87.762184)",45,26
2015,251364,LozanoBiling-CPS,1424 N Cleaver Street,17,K-12 School,63861,4842.6,2509157,3738981,703,11,41.907505,-87.66398,"(41.907505, -87.66398)",11,25
2020,102587,Carver Millitary Academy -CPS,13100 S Carver Dr,3.0,K-12 School,298689,8061.6,9330412,11850289.4,2085.6,7,41.65756,-87.59212,"(41.65756, -87.59212)",43,51
2017,173322,CHICAGO SOUTH (1488),8560 S Cottage Grove Ave,54,Retail Store,126880,6596.7,6149939,3210400,1307.6,10.3,41.739326,-87.606766,"(41.739326, -87.606766)",32,40
2020,250039,Carver Middle -CPS,801 E 133rd Pl,2.0,K-12 School,144504,9015.8,2685268,14010529.7,1163.3,8,41.895477,-87.660355,"(41.895477, -87.660355)",43,51
2020,158184,33 West Monroe,33 W Monroe St,4.0,Office,1134375,9745.6,50088609.1,6325615.9,8344.4,7.7,41.880386,-87.628784,"(41.880386, -87.628784)",36,38
2020,250038,Brooks College Prep. Acad - CPS,250 E 111th St,3.5,K-12 School,264710,73.2,7058822.9,12002910,1739.2,6.6,41.69388,-87.61699,"(41.69388, -87.61699)",43,45
2017,105617,441 W. Oakdale Apartments,441  W OAKDALE AVE,50,Multifamily Housing,61720,6573.0,1000491,4608689,429.8,7,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2020,252216,Beach Point Tower Condominium Association,5801 N Sheridan Rd,1.0,Multifamily Housing,160000,9707.7,2879608.5,12834131.1,1131.1,7.1,41.987602,-87.65521,"(41.987602, -87.65521)",16,76
2020,252217,Lakeshore Sport & Fitness Lincoln Park,1320 W Fullerton Ave,1.0,Fitness Center/Health Club/Gym,131000,1822.7,12951331.2,19304600,3046.7,23.3,41.925262,-87.66147,"(41.925262, -87.66147)",11,68
2018,105615,Surf III LLC,426 W SURF ST,4.0,Multifamily Housing,89650,3527,2771973.3,1470976.2,539.3,6,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2020,175981,860 Evergreen LLC,860 W Evergreen Ave,4.0,Office,105000,9973.4,315148.1,2163312.8,164.1,1.6,41.906113,-87.65013,"(41.906113, -87.65013)",46,37
2016,102160,Block 37,108 N State St,55,Multifamily Housing,1019380,4952.4,50478049.2,9190839.6,9792.3,9.6,41.88349,-87.62793,"(41.88349, -87.62793)",36,38
2020,240284,2700 N. Hampden Court Condominium Association,2700 N Hampden Ct,1.5,Multifamily Housing,144000,5683.0,5979581.6,1774309.8,933.2,8.3,41.792213,-87.59995,"(41.792213, -87.59995)",34,68
2018,105673,Holiday Inn Downtown Chicago,506  W HARRISON ST,2.5,Hotel,150937,5445,6366297.3,10847701.5,1635.3,10.8,41.793297,-87.68838,"(41.793297, -87.68838)",48,29
2016,252270,Delaware II LLC,25 E Delaware Pl,67,Multifamily Housing,106015,3278.1,3622049.5,3282174.1,842,7.9,41.89915,-87.627304,"(41.89915, -87.627304)",11,37
2020,250090,Irene McCoy Gaines Apartments,3700 W Congress Pkwy,4.0,Multifamily Housing,117963,3980.6,1966717.7,8437819.9,755.1,6.4,41.886078,-87.63304,"(41.886078, -87.63304)",23,28
2020,250095,Kenneth Campbell Apartments,6360 S Minerva Ave,4.0,Multifamily Housing,100911,4867.7,2112867.3,7345970.2,719.9,7.1,41.77908,-87.5967,"(41.77908, -87.5967)",4,9
2020,250093,Judge Frederick W. Slater Apartments,740 E 43rd St,4.0,Multifamily Housing,248472,1090.0,5099100.9,17035610.5,1700.7,6.8,41.81743,-87.60783,"(41.81743, -87.60783)",10,4
2020,250092,Judge Harry M. Fisher Apartments,5821 N Broadway St,4.0,Multifamily Housing,173733,577.2,3365388.7,8744079.9,989.7,5.7,41.987633,-87.65981,"(41.987633, -87.65981)",16,76
2020,250088,Harry J. Schneider Apartments,1750 W Peterson Ave,3.0,Multifamily Housing,111293,8171.9,2636312.6,8996829.8,889.3,8,41.99126,-87.67384,"(41.99126, -87.67384)",24,76
2016,252267,Paper Place Lofts,801 S Wells St,84,Multifamily Housing,139879,462.1,5324583,5222899.9,1258.8,9,41.871754,-87.63352,"(41.871754, -87.63352)",26,38
2016,229016,Fulton House Condominium,345-355 N Canal St,14,Multifamily Housing,175456,8976.8,8510732.4,679893.2,1568.7,8.9,41.88806,-87.639915,"(41.88806, -87.639915)",36,29
2020,250087,Fannie Emanuel,3916 W Washington,2.0,Multifamily Housing,94952,3630.7,5532907,4798730.1,1118.4,11.8,41.82021,-87.612465,"(41.82021, -87.612465)",23,27
2020,146136,Reside on Barry,533 549 W BARRY AVE,3.0,Multifamily Housing,113088,5000.7,3433505.5,7294405,923.3,8.2,41.779964,-87.61674,"(41.779964, -87.61674)",25,57
2018,173759,Plaza 32 Condominium Association,3224 3244 N HALSTED ST,3.0,Multifamily Housing,273284,7883,6712335.5,10988665.4,1700.4,6.2,41.845505,-87.630554,"(41.845505, -87.630554)",25,57
2020,252269,Beth Anne Extended Living,1143-53 N Lavergne,1.0,Multifamily Housing,80000,9006.3,4299426.2,7565080.9,1072.8,13.4,41.782066,-87.67221,"(41.782066, -87.67221)",45,26
2020,234838,1400 South Michigan,1400 S Michigan Ave,3.0,Multifamily Housing,469949,2534.8,9480013.3,15259903,2290.1,6.7,41.863785,-87.62456,"(41.863785, -87.62456)",9,34
2020,157280,Noble Square Cooperative,1165 N MILWAUKEE AVE,2.5,Multifamily Housing,284850,2372.2,5610795.7,20367432.6,1957.5,6.9,41.913208,-87.681404,"(41.913208, -87.681404)",40,25
2018,173754,422 West Melrose,422 424 W MELROSE ST,4.0,Multifamily Housing,164485,4442,1291428.4,12774520.9,893.4,5.4,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2020,126126,Pete's Kedgie,4700 S Kedzie Ave,3.0,Supermarket/Grocery Store,104000,477.4,8478849.5,4921832.6,1584.7,29.3,41.8074,-87.70533,"(41.8074, -87.70533)",8,55
2016,173751,Clark Street Investors L.L.C.,3134 N Clark St,16,Retail Store,57582,9775.7,2867390.2,2551627.3,664,11.5,41.938766,-87.64971,"(41.938766, -87.64971)",25,57
2020,173752,Eddystone Condominium Homes,415 421 W MELROSE ST,4.0,Multifamily Housing,257774,2958.6,2165789.1,12640904.7,1009.4,4.1,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2015,158134,The Goodman Theatre,170 N Dearborn Ave,22,Performing Arts,171000,6287.6,11186703,23405,2249,13.2,41.877457,-87.635735,"(41.877457, -87.635735)",36,38
2020,158133,353 N Clark St,353 N Clark St,3.5,Office,1436222,8902.7,79663554.8,6236227.7,12768.5,9.4,41.887623,-87.67442,"(41.887623, -87.67442)",36,37
2020,160436,The Bernardin,747 N Wabash Ave,4.0,Multifamily Housing,330270,8979.0,8309212.7,8246078.5,1734.8,6,41.86842,-87.62414,"(41.86842, -87.62414)",36,37
2020,160438,155 North Wacker,155 N Wacker Dr,3.5,Office,1484327,5604.0,61273705.5,2779296.8,10905.4,7.8,41.88466,-87.63681,"(41.88466, -87.63681)",36,38
2020,252284,Amhurst Lofts,2600 N Southport Ave,4.0,Multifamily Housing,150526,7837.5,1751676.5,5353449.9,557.7,5,41.929058,-87.66341,"(41.929058, -87.66341)",40,68
2020,255791,The Renaissance at Southshore / Symphony South Shore LLC,2425 E 71st St,3.0,Senior Living Community,97516,5601.0,3084152.9,7664399.6,888.4,11,41.75922,-87.56185,"(41.75922, -87.56185)",37,39
2020,250098,Lincoln Perry Apts,3245 S Prairie Ave,3.5,Multifamily Housing,312210,5765.5,5122968,19458551.6,1833.1,5.9,41.835358,-87.620224,"(41.835358, -87.620224)",9,1
2020,252279,Lunt Lake Cooperative Apartments,1122-40 W Lunt Ave,4.0,Multifamily Housing,114360,5750.6,1256207,4838103,453,4.1,41.90578,-87.66365,"(41.90578, -87.66365)",5,10
2017,175927,The Mayfair,1660  E 55TH ST,65,Multifamily Housing,95500,7409.2,871725,6943660,530,5.5,41.802242,-87.603325,"(41.802242, -87.603325)",33,8
2020,252274,COP_MADW5957,5957-73 W Madison St,1.0,Multifamily Housing,62250,5755.4,2184550,3965182.4,551.6,8.9,41.880062,-87.77369,"(41.880062, -87.77369)",7,26
2017,255783,4631,4631 4637 S Lake Park,70,Multifamily Housing,58000,797.1,447170,3445205,265.7,4.6,42.01036,-87.6683,"(42.01036, -87.6683)",36,38
2020,158121,Chase Tower Chicago,10 S Dearborn St,4.0,Financial Office,2521929,8049.9,71360320.7,811300,11189.8,4.6,41.88164,-87.630104,"(41.88164, -87.630104)",36,38
2020,256639,MRR 619 S LaSalle LLC,619 S LaSalle,3.0,Multifamily Housing,1217060,6001.5,2472731,3740693.2,584.6,6.2,41.86949,-87.625854,"(41.86949, -87.625854)",10,38
2017,105653,601 Condominium,601  E 32ND ST,33,Multifamily Housing,190893,1426.2,5006718,18050316,1884.5,9.9,41.845505,-87.630554,"(41.845505, -87.630554)",48,35
2020,243773,680 North Lake Shore Drive,680 N Lake Shore Dr,4.0,Multifamily Housing,1945838,9004.8,38480091.6,52107310,8773.2,5.3,41.89466,-87.61676,"(41.89466, -87.61676)",36,37
2018,114125,Michigan Avenue Garden Terraces Condominium Association,1430 1440 S MICHIGAN AVE,3.0,Multifamily Housing,107344,4079,2691204.8,5949466.1,763.7,7.1,41.759693,-87.67628,"(41.759693, -87.67628)",10,38
2020,252250,Argyle Apartments,840 850 W Argyle St,3.5,Multifamily Housing,65492,4393.2,968509.8,5458012.2,441.1,7.5,41.973385,-87.65198,"(41.973385, -87.65198)",16,31
2020,252251,Chinatown Elderly,300 W 23rd St,1.0,Multifamily Housing,122883,1323.1,4781921.1,4562006.4,988.6,8.7,41.85096,-87.63518,"(41.85096, -87.63518)",26,35
2020,250072,Lake Parc Place,3939 - 3983 S Lake Park Ave,4.0,Multifamily Housing,291997,2103.8,2682350.1,28517561.6,1933.3,6.6,41.82392,-87.602684,"(41.82392, -87.602684)",10,2
2020,250071,Cabrini Rowhomes,900 N Hudson,4.0,Multifamily Housing,744162,6468.3,3318342.8,378860,538,0.7,42.006603,-87.66729,"(42.006603, -87.66729)",46,37
2021,251398,To be determined (Building being renovated in 2015-2016),221 E 49th St,0.0,K-12 School,57743,9603.6,6242026.8,6307082.7,28947.2,62.3,41.805344,-87.620285,"(41.805344, -87.620285)",9,4
2020,255756,ASPIRA Business and Finance High School,2989 N Milwaukee Ave,4.0,K-12 School,98920,8888.9,2143806.3,2539312.9,469.5,5.7,41.955624,-87.70583,"(41.955624, -87.70583)",20,16
2018,255757,Viceroy Chicago,1118 N State Street,2.5,Hotel,134668,11152,8888068.9,11828935.5,2106.9,15.6,41.90563,-87.63225,"(41.90563, -87.63225)",11,37
2020,252247,222 E Chestnut Condominium Association,222 E Chestnut,4.0,Multifamily Housing,121000,5399.1,1412339.4,6620470.3,572.1,4.7,41.898468,-87.62109,"(41.898468, -87.62109)",11,37
2020,251394,"Hale Elementary, Nathan -CPS",6140 S Melvina Ave,4.0,K-12 School,99233,6687.8,1163492,6156889.8,508.6,5.1,41.680508,-87.66246,"(41.680508, -87.66246)",15,62
2018,175953,Hotel Blake,500  S DEARBORN ST,3.5,Hotel,150000,6491,6062530.3,8637861.4,1467.4,9.8,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2020,251395,Mcclellan Elementary -CPS,3527 S Wallace St,2.5,K-12 School,58108,2689.0,726997.5,5224480.1,391,6.7,41.830357,-87.64086,"(41.830357, -87.64086)",48,58
2020,250068,Police Training Academy,1300 W Jackson Blvd,1.0,Adult Education,180000,8841.6,12867484.5,14822056.9,2795.5,15.5,41.87842,-87.660576,"(41.87842, -87.660576)",46,29
2020,251396,Hammond Elementary -CPS,2819 W 21st Pl,3.0,K-12 School,59692,8321.5,1133018.8,3595800,367.8,6.2,41.76739,-87.56693,"(41.76739, -87.56693)",1,32
2020,250067,Goldblatts Building,1609 W Chicago Ave,3.5,Office,160280,5947.8,8755592,3824434.7,1569.6,9.8,41.89604,-87.66779,"(41.89604, -87.66779)",41,25
2016,173773,530 W. Diversey,530  W DIVERSEY PKWY,92,Multifamily Housing,50864,1402.5,2057865.9,3379357.6,558.8,11,41.922012,-87.65462,"(41.922012, -87.65462)",34,68
2018,137212,Trevi Square Condominium Association,1439  S MICHIGAN AVE,4.0,Multifamily Housing,103020,2143,1726506.1,5120458.3,559.2,5.4,41.868633,-87.627304,"(41.868633, -87.627304)",10,38
2018,173774,2828 N Burling,2816 2828 N BURLING ST,4.0,Multifamily Housing,60665,1837,1753819.2,754315.2,331.8,5.5,41.93985,-87.65845,"(41.93985, -87.65845)",25,57
2020,252249,Enola Dew Apartments,4623 W Galdys Ave,2.0,Multifamily Housing,66645,5977.3,1590623.2,2545752.4,383.5,6.8,41.875957,-87.74103,"(41.875957, -87.74103)",14,26
